gene_id,locus_tag
SGL_RS16585,slr0044
SGL_RS16590,sll0027
SGL_RS16595,sll0026
SGL_RS20175,SGL_RS20175
SGL_RS16600,sll0518
SGL_RS16605,sll0517
SGL_RS16610,slr0525
SGL_RS16615,slr0526
SGL_RS16620,slr0527
SGL_RS16625,slr0528
SGL_RS16630,sll0514
SGL_RS20180,SGL_RS20180
SGL_RS16640,slr0529
SGL_RS16645,slr0530
SGL_RS16650,slr0531
SGL_RS16655,sll0513
SGL_RS16660,slr0533
SGL_RS16665,slr0534
SGL_RS16670,slr0535
SGL_RS16675,slr0536
SGL_RS16680,sll0509
SGL_RS16685,sll0508
SGL_RS16690,slr0537
SGL_RS16695,sll0507
SGL_RS16700,sll0506
SGL_RS16705,sll0505
SGL_RS16710,sll0504
SGL_RS16715,sll0503
SGL_RS16720,sll0502
SGL_RS16725,sll0501
SGL_RS20185,SGL_RS20185
SGL_RS16730,slr0541
SGL_RS16735,slr0542
SGL_RS16740,slr0543
SGL_RS16745,sll0499
SGL_RS16750,slr0544
SGL_RS16755,sll0498
SGL_RS16760,sll0497
SGL_RS16765,slr0545
SGL_RS16770,sll0496
SGL_RS16775,sll0495
SGL_RS20190,SGL_RS20190
SGL_RS16780,ST6803t37
SGL_RS16785,ST6803t38
SGL_RS16790,sll0494
SGL_RS16795,sll0493
SGL_RS16800,sll0902
SGL_RS16805,sll0901
SGL_RS16810,slr0925
SGL_RS16815,SGL_RS16815
SGL_RS16820,slr0926
SGL_RS16825,slr0927
SGL_RS16830,slr0929
SGL_RS16835,slr0930
SGL_RS16840,ssr1558
SGL_RS16845,sll0900
SGL_RS16850,sll0899
SGL_RS16855,ssr1562
SGL_RS16860,sll0898
SGL_RS16865,ssl1707
SGL_RS16870,sll0897
SGL_RS16875,sll0896
SGL_RS16880,sll0895
SGL_RS20195,SGL_RS20195
SGL_RS16890,slr0546
SGL_RS16895,sll0537
SGL_RS16900,sll0536
SGL_RS16905,sll0535
SGL_RS16910,sll0534
SGL_RS19495,SGL_RS19495
SGL_RS16915,sll0533
SGL_RS16920,slr0549
SGL_RS16925,slr0550
SGL_RS16930,slr0551
SGL_RS16935,slr0552
SGL_RS16940,slr0553
SGL_RS16945,slr0554
SGL_RS16950,sll0529
SGL_RS16955,sll0528
SGL_RS16960,slr0556
SGL_RS16965,sll0525
SGL_RS16970,ssl1004
SGL_RS16975,sll0524
SGL_RS16980,slr0557
SGL_RS16985,sll0522
SGL_RS16990,sll0521
SGL_RS16995,sll0520
SGL_RS17000,sll0519
SGL_RS17005,slr1418
SGL_RS17010,slr1419
SGL_RS17015,slr1420
SGL_RS17020,SGL_RS17020
SGL_RS17025,slr1421
SGL_RS17030,SGL_RS17030
SGL_RS17035,sll1344
SGL_RS17040,sll1343
SGL_RS17045,sll1342
SGL_RS17050,slr1423
SGL_RS17055,slr1424
SGL_RS17060,slr1425
SGL_RS17065,sll1341
SGL_RS17070,sll1340
SGL_RS17075,slr1426
SGL_RS17080,sll1338
SGL_RS17085,sll1336
SGL_RS17090,slr1428
SGL_RS17095,sll1334
SGL_RS17100,slr1429
SGL_RS17105,ST6803t39
SGL_RS17110,sll1333
SGL_RS17115,slr1431
SGL_RS17120,sll1330
SGL_RS17125,sll1329
SGL_RS17130,slr1451
SGL_RS17135,sll1367
SGL_RS17140,slr1452
SGL_RS17145,ssr2439
SGL_RS17150,slr1453
SGL_RS17155,slr1454
SGL_RS17160,slr1455
SGL_RS17165,slr1456
SGL_RS17170,slr1457
SGL_RS17175,slr1459
SGL_RS17180,sll1366
SGL_RS17185,slr1461
SGL_RS17190,sll1365
SGL_RS17195,slr1462
SGL_RS17200,slr1463
SGL_RS17205,slr1464
SGL_RS18440,SGL_RS18440
SGL_RS17210,ssl2667
SGL_RS17215,sll1363
SGL_RS17220,slr0651
SGL_RS17225,slr0652
SGL_RS17230,sll0631
SGL_RS17235,sll0630
SGL_RS17240,sll0629
SGL_RS17245,slr0653
SGL_RS17250,ST6803r04
SGL_RS17255,ST6803t40
SGL_RS17260,ST6803r05
SGL_RS17265,ST6803r06
SGL_RS17270,slr0654
SGL_RS17275,slr0655
SGL_RS17280,slr0656
SGL_RS17285,ST6803t41
SGL_RS17290,slr0657
SGL_RS17295,slr0658
SGL_RS17300,slr0659
SGL_RS17305,slr0661
SGL_RS17310,sll0626
SGL_RS17315,sll0625
SGL_RS17320,SGL_RS17320
SGL_RS17325,sll0624
SGL_RS17330,slr0662
SGL_RS17335,sll0623
SGL_RS17340,sll0622
SGL_RS17345,sll0621
SGL_RS17350,ssr1114
SGL_RS17355,slr0664
SGL_RS17360,slr0665
SGL_RS17365,slr0666
SGL_RS17370,slr0667
SGL_RS17375,slr0668
SGL_RS19285,SGL_RS19285
SGL_RS17380,sll1499
SGL_RS17385,slr1556
SGL_RS17390,sll1498
SGL_RS17395,slr1557
SGL_RS17400,sll1496
SGL_RS17405,sll1495
SGL_RS17410,ST6803t42
SGL_RS17415,slr1559
SGL_RS17420,slr1560
SGL_RS17425,slr1562
SGL_RS17430,slr1563
SGL_RS17440,slr1564
SGL_RS17445,slr1565
SGL_RS17450,slr1566
SGL_RS17455,sll1491
SGL_RS17460,slr1567
SGL_RS17465,slr1568
SGL_RS17470,sll1489
SGL_RS17475,sll1488
SGL_RS17480,slr1570
SGL_RS17485,slr1571
SGL_RS17490,slr1572
SGL_RS17495,slr1573
SGL_RS17500,ssl2874
SGL_RS17505,slr1575
SGL_RS17510,slr1576
SGL_RS17515,slr1577
SGL_RS17520,slr1579
SGL_RS17530,sll1486
SGL_RS17535,sll1485
SGL_RS17540,sll1484
SGL_RS17545,sll1483
SGL_RS17550,sll1482
SGL_RS17555,sll1481
SGL_RS17560,sll1479
SGL_RS17565,sll1477
SGL_RS17575,slr1583
SGL_RS17580,sll1475
SGL_RS17585,sll1474
SGL_RS17590,sll1473
SGL_RS17595,sll1472
SGL_RS17600,sll1471
SGL_RS17605,slr1584
SGL_RS20025,true
SGL_RS19130,true
SGL_RS17620,sll1470
SGL_RS17625,slr1588
SGL_RS17630,slr0746
SGL_RS17635,slr0747
SGL_RS17640,sll0736
SGL_RS17645,sll0735
SGL_RS17650,slr0748
SGL_RS17655,slr0749
SGL_RS19135,SGL_RS19135
SGL_RS17660,slr0750
SGL_RS17665,sll0733
SGL_RS17670,slr0751
SGL_RS17675,slr0752
SGL_RS17680,sll0732
SGL_RS17685,slr0753
SGL_RS17690,ssl1378
SGL_RS17695,sll0729
SGL_RS17700,sll0728
SGL_RS17705,SGL_RS17705
SGL_RS17710,SGL_RS17710
SGL_RS17715,ssr1256
SGL_RS17720,slr0755
SGL_RS17725,ssr1258
SGL_RS17730,SGL_RS17730
SGL_RS17735,sll0727
SGL_RS17740,sll0726
SGL_RS17750,slr0756
SGL_RS17755,slr0757
SGL_RS17760,slr0758
SGL_RS17765,sll0723
SGL_RS17775,sll0722
SGL_RS17780,sll0721
SGL_RS17785,sll0720
SGL_RS17790,sll1552
SGL_RS19500,SGL_RS19500
SGL_RS17795,slr1651
SGL_RS17800,slr1652
SGL_RS17805,slr1653
SGL_RS17810,sll1550
SGL_RS17815,sll1549
SGL_RS17820,slr1655
SGL_RS17825,smr0004
SGL_RS17830,slr1656
SGL_RS17835,slr1657
SGL_RS17840,slr1658
SGL_RS17845,slr1659
SGL_RS17850,slr1660
SGL_RS20200,SGL_RS20200
SGL_RS17855,SGL_RS17855
SGL_RS17860,sll1547
SGL_RS17865,sll1546
SGL_RS17875,slr1661
SGL_RS17880,sll1545
SGL_RS17885,slr1664
SGL_RS17890,slr1665
SGL_RS17895,slr1666
SGL_RS17900,ssr2781
SGL_RS17905,sll1544
SGL_RS19140,SGL_RS19140
SGL_RS19525,SGL_RS19525
SGL_RS17920,sll1543
SGL_RS17925,slr1667
SGL_RS17930,slr1668
SGL_RS17935,ssr2786
SGL_RS17940,SGL_RS17940
SGL_RS17945,sll1542
SGL_RS17950,sll0451
SGL_RS17955,sll0450
SGL_RS17960,slr0449
SGL_RS17965,sll0449
SGL_RS17970,sll0448
SGL_RS17975,sll0447
SGL_RS17980,sll0446
SGL_RS17985,sll0445
SGL_RS17990,sll0444
SGL_RS17995,sll0443
SGL_RS18000,slr0451
SGL_RS18005,sll0442
SGL_RS18010,sll0441
SGL_RS18015,slr0452
SGL_RS18020,slr0453
SGL_RS18025,ssl0832
SGL_RS18030,sll0436
SGL_RS18035,slr0454
SGL_RS18040,slr0455
SGL_RS18045,slr0456
SGL_RS18050,slr0457
SGL_RS18055,slr0458
SGL_RS18060,slr0459
SGL_RS18065,true
SGL_RS19145,SGL_RS19145
SGL_RS19150,true
SGL_RS18085,sll0430
SGL_RS18090,slr1176
SGL_RS18095,slr1177
SGL_RS18100,slr1178
SGL_RS18105,slr1179
SGL_RS18110,sll1110
SGL_RS18115,sll1109
SGL_RS18120,sll1108
SGL_RS19505,SGL_RS19505
SGL_RS18130,slr1181
SGL_RS18135,slr1182
SGL_RS18140,slr1183
SGL_RS18145,slr1184
SGL_RS18150,SGL_RS18150
SGL_RS18155,slr1185
SGL_RS18160,slr1186
SGL_RS18165,slr1187
SGL_RS18170,slr1188
SGL_RS18175,slr1189
SGL_RS18180,sll1107
SGL_RS18185,sll1106
SGL_RS18190,slr1192
SGL_RS18195,slr0585
SGL_RS18200,slr0586
SGL_RS18205,slr0587
SGL_RS18210,sll0578
SGL_RS18215,sll0577
SGL_RS18220,slr0588
SGL_RS18225,slr0589
SGL_RS18230,slr0590
SGL_RS18235,sll0576
SGL_RS18240,sll0575
SGL_RS18245,sll0574
SGL_RS18250,slr0591
SGL_RS18255,sll0573
SGL_RS18260,sll0572
SGL_RS18270,slr0592
SGL_RS18275,slr0593
SGL_RS18280,sll0569
SGL_RS18285,slr0594
SGL_RS18290,sll0567
SGL_RS18295,slr0596
SGL_RS18300,slr0597
SGL_RS18305,sll0565
SGL_RS18310,sll0564
SGL_RS18315,slr0598
SGL_RS18320,slr0599
SGL_RS18325,slr0600
SGL_RS18330,slr0601
SGL_RS18335,slr0602
SGL_RS18340,sll0563
SGL_RS18345,slr0603
SGL_RS20050,SGL_RS20050
SGL_RS18350,slr0604
SGL_RS18355,slr0605
SGL_RS18365,slr0606
SGL_RS18370,slr0607
SGL_RS18375,slr0608
SGL_RS18380,slr0609
SGL_RS18385,slr0610
SGL_RS01875,1
SGL_RS01875,2
SGL_RS00635,sll7002
SGL_RS00640,sll7003
SGL_RS00645,ssl7004
SGL_RS00650,slr7005
SGL_RS00655,sll7006
SGL_RS00660,SGL_RS00660
SGL_RS00665,slr7008
SGL_RS00670,sll7009
SGL_RS00675,slr7010
SGL_RS00680,slr7011
SGL_RS00685,slr7012
SGL_RS00690,slr7013
SGL_RS00695,slr7014
SGL_RS00700,slr7015
SGL_RS00705,slr7016
SGL_RS00710,ssr7017
SGL_RS00715,slr7023
SGL_RS00720,slr7024
SGL_RS00725,slr7025
SGL_RS00730,slr7026
SGL_RS00735,sll7027
SGL_RS00740,true
SGL_RS00745,sll7028
SGL_RS00750,sll7029
SGL_RS00755,sll7030
SGL_RS00760,sll7031
SGL_RS18535,true
SGL_RS00770,slr7032
SGL_RS00775,sll7033
SGL_RS00780,sll7034
SGL_RS19375,SGL_RS19375
SGL_RS19380,SGL_RS19380
SGL_RS00785,ssr7035
SGL_RS00790,ssr7036
SGL_RS00795,slr7037
SGL_RS00800,ssl7038
SGL_RS00805,ssl7039
SGL_RS00810,ssr7040
SGL_RS00815,slr7041
SGL_RS00820,ssl7042
SGL_RS00825,sll7043
SGL_RS00830,sll7044
SGL_RS00845,ssl7046
SGL_RS00850,sll7047
SGL_RS00855,ssl7048
SGL_RS00860,slr7049
SGL_RS00865,sll7050
SGL_RS19385,SGL_RS19385
SGL_RS00880,ssl7053
SGL_RS00885,slr7054
SGL_RS00890,sll7055
SGL_RS00900,slr7057
SGL_RS18545,SGL_RS18545
SGL_RS00905,slr7059
SGL_RS00910,slr7060
SGL_RS00915,slr7061
SGL_RS00920,sll7062
SGL_RS00925,sll7063
SGL_RS00930,sll7064
SGL_RS00935,sll7065
SGL_RS00940,sll7066
SGL_RS00945,sll7067
SGL_RS00950,slr7068
SGL_RS00955,sll7069
SGL_RS00960,sll7070
SGL_RS00965,slr7071
SGL_RS00970,ssr7072
SGL_RS00975,slr7073
SGL_RS00980,ssl7074
SGL_RS00985,sll7075
SGL_RS00990,sll7077
SGL_RS00995,sll7078
SGL_RS01000,slr7080
SGL_RS01005,slr7081
SGL_RS01010,slr7082
SGL_RS01015,slr7083
SGL_RS01020,ssr7084
SGL_RS01025,sll7085
SGL_RS01030,sll7086
SGL_RS01035,sll7087
SGL_RS01040,slr7088
SGL_RS01045,sll7089
SGL_RS01050,sll7090
SGL_RS01055,slr7091
SGL_RS01060,slr7092
SGL_RS01065,ssr7093
SGL_RS19390,SGL_RS19390
SGL_RS01070,slr7094
SGL_RS01075,slr7095
SGL_RS01080,slr7096
SGL_RS01085,slr7097
SGL_RS01090,slr7098
SGL_RS01095,slr7099
SGL_RS01100,slr7100
SGL_RS01105,slr7101
SGL_RS01110,slr7102
SGL_RS01115,true
SGL_RS01120,true
SGL_RS00625,1
SGL_RS00625,2
SGL_RS01130,sll8001
SGL_RS01135,sll8002
SGL_RS01140,ssl8003
SGL_RS01145,sll8004
SGL_RS01150,ssl8005
SGL_RS01155,sll8006
SGL_RS01160,sll8007
SGL_RS01165,ssl8008
SGL_RS01170,true
SGL_RS01180,sll8011
SGL_RS01185,sll8012
SGL_RS01190,ssr8013
SGL_RS01195,slr8014
SGL_RS01200,slr8015
SGL_RS01205,slr8016
SGL_RS01215,sll8017
SGL_RS01220,sll8018
SGL_RS01225,sll8019
SGL_RS01230,sll8020
SGL_RS01235,slr8021
SGL_RS01240,slr8022
SGL_RS01245,slr8023
SGL_RS01250,sll8025
SGL_RS01255,slr8026
SGL_RS01260,sll8027
SGL_RS01265,ssl8028
SGL_RS01270,slr8029
SGL_RS01275,slr8030
SGL_RS01280,ndhK2
SGL_RS01285,sll8032
SGL_RS01290,sll8033
SGL_RS01295,sll8034
SGL_RS01300,sll8035
SGL_RS19695,SGL_RS19695
SGL_RS19700,true
SGL_RS19705,SGL_RS19705
SGL_RS01315,slr8038
SGL_RS19310,SGL_RS19310
SGL_RS01320,sll8040
SGL_RS19395,SGL_RS19395
SGL_RS18570,true
SGL_RS01335,slr8044
SGL_RS18575,true
SGL_RS01355,sll8048
SGL_RS01360,SGL_RS01360
SGL_RS01125,1
SGL_RS01125,2
SGL_RS00010,sll5002
SGL_RS00015,sll5003
SGL_RS20055,SGL_RS20055
SGL_RS00020,slr5005
SGL_RS00025,SGL_RS00025
SGL_RS00030,sll5006
SGL_RS00035,ssl5007
SGL_RS00040,ssr5009
SGL_RS00045,slr5010
SGL_RS00050,ssr5011
SGL_RS00055,slr5012
SGL_RS00060,slr5013
SGL_RS00065,sll5014
SGL_RS00070,ssl5015
SGL_RS00075,slr5016
SGL_RS00080,slr5017
SGL_RS00085,slr5018
SGL_RS00090,true
SGL_RS00095,ssr5020
SGL_RS00100,slr5021
SGL_RS00105,slr5022
SGL_RS00110,slr5023
SGL_RS00115,slr5024
SGL_RS00120,ssl5025
SGL_RS00125,sll5026
SGL_RS18470,SGL_RS18470
SGL_RS19675,SGL_RS19675
SGL_RS00135,slr5029
SGL_RS00140,sll5030
SGL_RS00145,true
SGL_RS00150,sll5033
SGL_RS00155,sll5034
SGL_RS18475,SGL_RS18475
SGL_RS00160,sll5036
SGL_RS00165,slr5037
SGL_RS00170,slr5038
SGL_RS00175,ssl5039
SGL_RS00180,slr5040
SGL_RS00185,true
SGL_RS00190,sll5042
SGL_RS00195,sll5043
SGL_RS00200,sll5044
SGL_RS00205,sll5046
SGL_RS00210,sll5047
SGL_RS00215,sll5048
SGL_RS00220,sll5049
SGL_RS00225,sll5050
SGL_RS00230,slr5051
SGL_RS00235,sll5052
SGL_RS00240,slr5053
SGL_RS00245,slr5054
SGL_RS00250,slr5055
SGL_RS00255,slr5056
SGL_RS19680,true
SGL_RS00260,sll5057
SGL_RS00265,slr5058
SGL_RS00270,sll5059
SGL_RS00275,sll5060
SGL_RS00280,sll5061
SGL_RS00285,sll5062
SGL_RS00290,sll5063
SGL_RS18485,SGL_RS18485
SGL_RS00295,ssl5065
SGL_RS00300,sll5066
SGL_RS00305,sll5067
SGL_RS19300,SGL_RS19300
SGL_RS18490,true
SGL_RS00315,sll5069
SGL_RS00320,slr5071
SGL_RS19365,SGL_RS19365
SGL_RS00330,slr5073
SGL_RS00335,ssr5074
SGL_RS00340,sll5075
SGL_RS00345,sll5076
SGL_RS00350,slr5077
SGL_RS00355,slr5078
SGL_RS00360,sll5079
SGL_RS00365,sll5080
SGL_RS00370,sll5081
SGL_RS00375,slr5082
SGL_RS19370,SGL_RS19370
SGL_RS00385,sll5083
SGL_RS00390,sll5084
SGL_RS00395,slr5085
SGL_RS00400,sll5086
SGL_RS00405,slr5087
SGL_RS00410,slr5088
SGL_RS00415,sll5089
SGL_RS00420,sll5090
SGL_RS00425,ssl5091
SGL_RS00430,ssr5092
SGL_RS00435,slr5093
SGL_RS00440,sll5094
SGL_RS00445,ssl5095
SGL_RS00450,ssl5096
SGL_RS00455,sll5097
SGL_RS18510,SGL_RS18510
SGL_RS00465,ssl5100
SGL_RS00470,slr5101
SGL_RS00475,slr5102
SGL_RS00480,SGL_RS00480
SGL_RS00485,sll5104
SGL_RS00490,slr5105
SGL_RS00495,ssr5106
SGL_RS00500,sll5107
SGL_RS19305,SGL_RS19305
SGL_RS19685,true
SGL_RS00510,sll5109
SGL_RS00515,slr5110
SGL_RS00520,SGL_RS00520
SGL_RS00525,slr5111
SGL_RS00530,slr5112
SGL_RS00535,ssl5113
SGL_RS00540,ssl5114
SGL_RS00545,slr5115
SGL_RS00550,slr5116
SGL_RS00555,ssr5117
SGL_RS00560,slr5118
SGL_RS00565,slr5119
SGL_RS00570,ssr5121
SGL_RS00575,sll5122
SGL_RS00580,sll5123
SGL_RS00585,slr5124
SGL_RS00590,ssl5125
SGL_RS00595,slr5126
SGL_RS00600,slr5127
SGL_RS00605,sll5128
SGL_RS00610,ssl5129
SGL_RS00615,sll5130
SGL_RS00620,sll5131
SGL_RS00005,1
SGL_RS00005,2
SGL_RS01370,slr6001
SGL_RS20090,SGL_RS20090
SGL_RS01375,ssr6002
SGL_RS19720,SGL_RS19720
SGL_RS19725,SGL_RS19725
SGL_RS01390,slr6005
SGL_RS01395,slr6006
SGL_RS01400,slr6007
SGL_RS01405,slr6008
SGL_RS01410,slr6009
SGL_RS01415,sll6010
SGL_RS01420,slr6011
SGL_RS01425,slr6012
SGL_RS01430,slr6013
SGL_RS01435,slr6014
SGL_RS01440,slr6015
SGL_RS01445,slr6016
SGL_RS01450,sll6017
SGL_RS01455,ssl6018
SGL_RS01465,slr6021
SGL_RS01470,slr6022
SGL_RS01475,ssl6023
SGL_RS01480,ssr6024
SGL_RS20095,SGL_RS20095
SGL_RS01485,slr6025
SGL_RS01490,ssr6026
SGL_RS01495,ssr6027
SGL_RS19315,SGL_RS19315
SGL_RS01500,slr6028
SGL_RS01505,slr6029
SGL_RS01515,slr6031
SGL_RS19730,true
SGL_RS19320,SGL_RS19320
SGL_RS01525,slr6034
SGL_RS01530,ssl6035
SGL_RS01535,sll6036
SGL_RS01540,slr6037
SGL_RS18595,SGL_RS18595
SGL_RS01545,slr6039
SGL_RS01550,slr6040
SGL_RS01555,slr6041
SGL_RS01560,slr6042
SGL_RS01565,slr6043
SGL_RS01570,slr6044
SGL_RS01575,slr6045
SGL_RS01580,ssr6046
SGL_RS01585,slr6047
SGL_RS01590,ssr6048
SGL_RS01595,slr6049
SGL_RS01600,slr6050
SGL_RS01605,slr6051
SGL_RS19735,SGL_RS19735
SGL_RS01610,sll6053
SGL_RS01615,sll6054
SGL_RS01620,sll6055
SGL_RS01625,slr6056
SGL_RS01630,slr6057
SGL_RS01635,slr6058
SGL_RS01640,sll6059
SGL_RS01645,sll6060
SGL_RS01650,ssr6062
SGL_RS01655,slr6063
SGL_RS01660,slr6064
SGL_RS01665,slr6065
SGL_RS01670,slr6066
SGL_RS01675,slr6067
SGL_RS01680,slr6068
SGL_RS01685,sll6069
SGL_RS01690,slr6070
SGL_RS01695,slr6071
SGL_RS01700,slr6072
SGL_RS01705,slr6073
SGL_RS01710,slr6074
SGL_RS01715,slr6075
SGL_RS01720,sll6076
SGL_RS01725,ssl6077
SGL_RS01735,slr6080
SGL_RS01740,slr6081
SGL_RS01745,ssl6082
SGL_RS01750,ssr6083
SGL_RS20100,SGL_RS20100
SGL_RS01755,slr6084
SGL_RS01760,ssr6085
SGL_RS01765,ssr6086
SGL_RS19325,SGL_RS19325
SGL_RS01770,slr6087
SGL_RS01775,slr6088
SGL_RS01785,slr6090
SGL_RS19740,true
SGL_RS19330,SGL_RS19330
SGL_RS01795,ssl6092
SGL_RS01800,sll6093
SGL_RS18620,SGL_RS18620
SGL_RS19530,SGL_RS19530
SGL_RS19535,SGL_RS19535
SGL_RS01815,slr6097
SGL_RS01820,sll6098
SGL_RS01825,slr6100
SGL_RS01830,slr6101
SGL_RS01835,slr6102
SGL_RS01840,slr6103
SGL_RS01845,slr6104
SGL_RS01850,slr6105
SGL_RS01855,slr6106
SGL_RS01860,slr6107
SGL_RS01865,slr6108
SGL_RS01870,sll6109
SGL_RS01365,1
SGL_RS01365,2
